13681,0,1,11147,0.10338,14843,342,612
13681,0,1,12393,0.10338,83.727,342,482
13681,0,1,1738,0.10338,376.92,342,352
13681,0,1,12496,0.10338,376.92,342,378
13681,0,1,8652,0.10338,29271,342,1148
13681,0,1,1335,0.10338,86.788,342,482
13681,0,1,3811,0.10338,528.57,342,343
13681,0,1,7482,0.10338,10727,342,438
13681,0,1,13100,0.10338,32.251,342,344
13681,0,1,13201,0.10338,528.57,342,344
13681,0,1,2157,0.10338,60.91,342,396
13681,0,1,13279,0.10338,528.57,342,343
13681,0,1,13096,0.10338,376.92,342,334
13681,0,1,6641,0.10338,41165,342,1243
13681,0,1,10949,0.10338,12492,342,509
13681,0,1,1942,0.10338,373.69,342,341
13681,0,1,5771,0.10338,35847,342,1455
13681,0,1,12529,0.10338,528.57,342,345
13681,0,1,10839,0.10338,27.124,342,340
13681,0,1,13127,0.10338,39981,342,1453
13681,0,1,8972,0.10338,83.727,342,482
13681,0,1,489,0.10338,101.18,342,378
13681,0,1,11617,0.10338,528.57,342,345
13681,0,1,12778,0.10338,376.92,342,335
13681,0,1,9286,0.10338,376.92,342,353
13681,0,1,10367,0.10338,565.25,342,343
13681,0,1,10167,0.10338,7.0376,342,342
13681,0,1,5367,0.10338,80.439,342,403
13681,0,1,8968,0.10338,376.92,342,356
13681,0,1,2343,0.10338,51.867,342,460
13681,0,1,9660,0.10338,39366,342,1462
13681,0,1,436,0.10338,376.92,342,335
13681,0,1,3789,0.10338,16.782,342,334
13681,0,1,632,0.10338,27.124,342,351
13681,0,1,1329,0.10338,86.788,342,489
13681,0,1,11266,0.10338,376.92,342,344
13681,0,1,9506,0.10338,96.584,342,451
13681,0,1,4339,0.10338,528.57,342,344
13681,0,1,13000,0.10338,373.69,342,343
13681,0,1,472,0.10338,376.92,342,341
13681,0,1,6003,0.10338,94.516,342,459
13681,0,1,5221,0.10338,528.57,342,344
13681,0,1,10474,0.10338,376.92,342,341
13681,0,1,10880,0.10338,99.923,342,395
13681,0,1,2557,0.10338,528.57,342,344
13681,0,1,6701,0.10338,41165,342,1239
13681,0,1,6097,0.10338,528.57,342,344
13681,0,1,8843,0.10338,26052,342,1045
13681,0,1,9705,0.10338,27.124,342,343
13681,0,1,10325,0.10338,565.25,342,343
13681,0,1,3777,0.10338,16.782,342,342
13681,0,1,9300,0.10338,36881,342,1410
13681,0,1,8963,0.10338,24333,342,1004
13681,0,1,2225,0.10338,22548,342,764
13681,0,1,1629,0.10338,76.931,342,467
13681,0,1,6819,0.10338,103.3,342,342
13681,0,1,13131,0.10338,99.923,342,357
13681,0,1,4657,0.10338,528.57,342,344
13681,0,1,8008,0.10338,376.92,342,346
13681,0,1,3062,0.10338,101.18,342,352
13681,0,1,10279,0.10338,528.57,342,342
13681,0,1,3490,0.10338,376.92,342,343
13681,0,1,6922,0.10338,376.92,342,333
13681,0,1,9565,0.10338,528.57,342,344
13681,0,1,12189,0.10338,76.931,342,417
13681,0,1,13125,0.10338,99.923,342,353
13681,0,1,7487,0.10338,39981,342,1417
13681,0,1,1897,0.10338,528.57,342,345
13681,0,1,2043,0.10338,65.192,342,401
13681,0,1,3523,0.10338,528.57,342,343
13681,0,1,11502,0.10338,35847,342,1557
13681,0,1,3479,0.10338,565.25,342,343
13681,0,1,11141,0.10338,14843,342,596
13681,0,1,3332,0.10338,103.3,342,341
13681,0,1,12714,0.10338,18798,342,661
13681,0,1,4789,0.10338,482.67,342,344
13681,0,1,2690,0.10338,96.584,342,452
13681,0,1,3436,0.10338,376.92,342,342
13681,0,1,8429,0.10338,32169,342,1394
13681,0,1,6476,0.10338,21.953,342,342
13681,0,1,4812,0.10338,33488,342,1461
13681,0,1,11367,0.10338,47.132,342,417
13681,0,1,8007,0.10338,89.611,342,467
13681,0,1,7521,0.10338,76.881,342,343
13681,0,1,12549,0.10338,89.611,342,400
13681,0,1,3911,0.10338,8623.5,342,403
13681,0,1,10360,0.10338,376.92,342,333
13681,0,1,10312,0.10338,376.92,342,333
13681,0,1,5205,0.10338,73.213,342,466
13681,0,1,7769,0.10338,37813,342,1601
13681,0,1,1038,0.10338,18798,342,821
13681,0,1,739,0.10338,528.57,342,344
13681,0,1,7262,0.10338,16.782,342,342
13681,0,1,10660,0.10338,376.92,342,343
13681,0,1,12779,0.10338,37813,342,1535
13681,0,1,1778,0.10338,73.213,342,465
13681,0,1,7783,0.10338,528.57,342,344
13681,0,1,6422,0.10338,21.953,342,334
13681,0,1,163,0.10338,528.57,342,343
13681,0,1,4613,0.10338,20701,342,745
