11948,0,50,9735,0.0028391,8.4928e+07,442,1869
11948,0,50,10823,0.0028391,2.6566e+07,442,1104
11948,0,50,1518,0.0028391,2.1688e+07,442,896
11948,0,50,10914,0.0028391,6.2241e+08,442,5852
11948,0,50,7556,0.0028391,4.0398e+06,442,585
11948,0,50,1166,0.0028391,3.1245e+08,442,3733
11948,0,50,3328,0.0028391,6.7813e+07,442,648
11948,0,50,6535,0.0028391,4865.4,442,450
11948,0,50,11441,0.0028391,6.8966e+07,442,1686
11948,0,50,11529,0.0028391,1.1732e+07,442,541
11948,0,50,1884,0.0028391,3.0228e+07,442,1133
11948,0,50,11597,0.0028391,1.8421e+08,442,2928
11948,0,50,11437,0.0028391,1,442,439
11948,0,50,5800,0.0028391,2.9595e+06,442,569
11948,0,50,9562,0.0028391,3.5639e+07,442,772
11948,0,50,1696,0.0028391,2.518e+05,442,455
11948,1,50,5040,0.0028391,5.5431e+09,442,44200
11948,1,50,10942,0.0028391,1.6124e+10,442,44200
11948,0,50,9466,0.0028391,1.2045e+08,442,2195
11948,0,50,11465,0.0028391,1,442,438
11948,0,50,7835,0.0028391,1.7593e+09,442,10306
11948,0,50,427,0.0028391,1.271e+07,442,833
11948,0,50,10146,0.0028391,3.8981e+07,442,532
11948,0,50,11160,0.0028391,2.0301e+06,442,531
11948,0,50,8110,0.0028391,1.1351e+09,442,35312
11948,0,50,9054,0.0028391,1.0769e+07,442,511
11948,0,50,8879,0.0028391,2.7367e+05,442,507
11948,0,50,4687,0.0028391,1.0609e+05,442,450
11948,0,50,7832,0.0028391,4.4275e+08,442,932
11948,0,50,2046,0.0028391,9.6127e+08,442,7329
11948,0,50,8436,0.0028391,1.6942e+08,442,2888
11948,0,50,381,0.0028391,3.7864e+06,442,592
11948,0,50,3309,0.0028391,6.2472e+08,442,5623
11948,0,50,552,0.0028391,4.3366e+06,442,609
11948,0,50,1161,0.0028391,4.962e+09,442,15261
11948,1,50,9839,0.0028391,3.9215e+09,442,44200
11948,0,50,8302,0.0028391,2.6201e+06,442,552
11948,0,50,3789,0.0028391,4.2839e+06,442,602
11948,0,50,11354,0.0028391,8.2048e+06,442,725
11948,0,50,412,0.0028391,47345,442,454
11948,0,50,5243,0.0028391,2.8737e+08,442,3764
11948,0,50,4559,0.0028391,3743.4,442,443
11948,0,50,9147,0.0028391,1.8893e+07,442,513
11948,0,50,9502,0.0028391,1.3365e+07,442,834
11948,0,50,2233,0.0028391,1,442,438
11948,0,50,5852,0.0028391,2.1445e+08,442,3237
11948,0,50,5324,0.0028391,1.6292e+05,442,506
11948,0,50,7723,0.0028391,3743.4,442,437
11948,0,50,8476,0.0028391,2.1107e+07,442,970
11948,0,50,9017,0.0028391,1.8299e+06,442,531
11948,0,50,3298,0.0028391,8084.3,442,471
11948,0,50,8122,0.0028391,1,442,438
11948,0,50,7828,0.0028391,3.3112e+06,442,564
11948,0,50,1943,0.0028391,1,442,431
11948,0,50,1422,0.0028391,1.432e+08,442,2530
11948,0,50,5955,0.0028391,3.1534e+08,442,3953
11948,0,50,11468,0.0028391,1,442,431
11948,0,50,4067,0.0028391,1.5856e+08,442,2509
11948,0,50,6993,0.0028391,1.0068e+08,442,590
11948,0,50,2675,0.0028391,1.4885e+09,442,11583
11948,0,50,8977,0.0028391,1.6239e+06,442,456
11948,0,50,3048,0.0028391,1.316e+08,442,2377
11948,0,50,6046,0.0028391,431.48,442,446
11948,0,50,8353,0.0028391,1,442,438
11948,0,50,10645,0.0028391,1.1901e+09,442,9306
11948,0,50,11462,0.0028391,2.0515e+09,442,18209
11948,0,50,6539,0.0028391,4.4531e+06,442,598
11948,0,50,1657,0.0028391,4.3879e+07,442,1313
11948,0,50,1784,0.0028391,7.9942e+06,442,513
11948,0,50,3077,0.0028391,9.5073e+08,442,6071
11948,0,50,10045,0.0028391,6.8722e+07,442,1690
11948,0,50,3039,0.0028391,1.1122e+07,442,787
11948,0,50,9730,0.0028391,2.518e+07,442,1066
11948,0,50,2910,0.0028391,3.5437e+07,442,586
11948,0,50,11103,0.0028391,3.4983e+07,442,1253
11948,0,50,4182,0.0028391,3.395e+06,442,504
11948,0,50,2349,0.0028391,3.3122e+07,442,1166
11948,0,50,3000,0.0028391,1.4571e+09,442,9414
11948,0,50,7361,0.0028391,9.7911e+07,442,764
11948,0,50,5655,0.0028391,4.8162e+06,442,610
11948,0,50,4202,0.0028391,2.3353e+07,442,1020
11948,0,50,9927,0.0028391,4.3859e+08,442,1621
11948,0,50,6993,0.0028391,1.0068e+08,442,590
11948,0,50,6569,0.0028391,4.8162e+06,442,608
11948,0,50,10959,0.0028391,122.04,442,446
11948,0,50,3416,0.0028391,5.2102e+05,442,508
11948,0,50,9048,0.0028391,1.1234e+07,442,518
11948,0,50,9006,0.0028391,1.0976e+07,442,805
11948,0,50,4546,0.0028391,45.048,442,445
11948,0,50,6785,0.0028391,7.173e+06,442,694
11948,0,50,907,0.0028391,1.5725e+08,442,2441
11948,0,50,645,0.0028391,2.4294e+05,442,455
11948,0,50,6342,0.0028391,1.4824e+07,442,898
11948,0,50,9310,0.0028391,6.2672e+08,442,5603
11948,0,50,11160,0.0028391,2.0301e+06,442,531
11948,0,50,1553,0.0028391,1.7961e+07,442,932
11948,0,50,6797,0.0028391,3.687e+06,442,575
11948,0,50,5609,0.0028391,2.386e+06,442,535
11948,0,50,143,0.0028391,1.8321e+06,442,529
11948,0,50,4028,0.0028391,1.1558e+07,442,609
