11948,0,44,185,0.0028383,84940,442,450
11948,0,124,185,0.00091234,84940,442,461
11948,0,242,185,0.0010425,84940,442,550
11948,0,424,185,0.0014491,84940,442,428
11948,0,427,185,0.00075582,84940,442,429
11948,0,70,185,0.015648,84940,442,754
11948,0,430,185,0.00015578,84940,442,431
11948,0,424,185,0.0014491,84940,442,428
11948,0,215,185,0.00052765,84940,442,506
11948,0,354,185,0.00012618,84940,442,445
11948,0,63,185,0.019904,84940,442,782
11948,0,187,185,0.00043523,84940,442,514
11948,0,405,185,0.00067029,84940,442,673
11948,0,351,185,0.00017292,84940,442,449
11948,0,425,185,0.0032026,84940,442,432
11948,0,290,185,0.000158,84940,442,450
11948,0,16,185,0.017953,84940,442,468
11948,0,376,185,0.00047791,84940,442,556
11948,0,413,185,0.00093508,84940,442,416
11948,0,301,185,0.00016956,84940,442,451
11948,0,335,185,0.00027831,84940,442,451
11948,0,329,185,0.00023271,84940,442,469
11948,0,174,185,0.00043942,84940,442,451
11948,0,290,185,0.000158,84940,442,450
11948,0,76,185,0.012539,84940,442,706
11948,0,313,185,0.00019797,84940,442,448
11948,0,15,185,0.01758,84940,442,464
11948,0,123,185,0.00088353,84940,442,454
11948,0,21,185,0.016544,84940,442,468
11948,0,43,185,0.003016,84940,442,495
